channel,msg_id,url,datetime_utc,text,views,reactions_total,is_forwarded,forwarded_from,has_media,links_in_text,tags
postypashki_old,1834,https://t.me/postypashki_old/1834,2026-08-08T06:05:37+00:00,"Магистратура по e-commerce от РУДН и Wildberries — для тех, кто хочет развиваться в электронной коммерции | Программа сочетает системный подход высшего образования РУДН и практику экспертов RWB — крупнейшего игрока российского e-commerce. | Для поступающих — скидка 10% на первый год обучения при оплате до 13 августа. | Также есть возможность оплатить первый семестр в рассрочку. | Магистратура подойдет специалистам, которые хотят строить или развивать карьеру в электронной коммерции, предпринимателям и выпускникам бакалавриата. | За два года обучения вы получите не только диплом магистра РУДН, но и практический опыт, знания о рынке электронной коммерции и возможность учиться у экспертов индустрии. | Обучение проходит онлайн — его можно совмещать с работой и развитием собственного бизнеса. | Подать документы на поступление |  можно до 13 августа. |   | 🚀 | Реклама. ООО «РВБ». ИНН 9714053621. erid: 2SDnjcd9GCK",15.5K,,False,,True,https://university.rwb.ru/programs/e-commerce?utm_source=tg_postypashki_old&amp;utm_medium=social&amp;utm_campaign=e-com_university_photopost,discount;sale_post;native_integration
postypashki_old,1836,https://t.me/postypashki_old/1836,2026-08-09T10:32:11+00:00,"Дайджест вакансий | Товарищи, собрали свежие стажировки и junior-вакансии по аналитике, ML и разработке. Сохраняйте и отправляйте резюме - ждать осеннего найма необязательно. | 📌 |   | АНАЛИТИКА | →  | ВТБ — Стажёр в «Цифровые помощники» | →  | Альфа-Банк — Стажёр |   | в департамент продаж и развития малого и микробизнеса | →  | Альфа-Банк — Стажёр в отдел разработки дебетовых продуктов | →  | Ozon — Стажёр-аналитик в коммерцию | →  | Ozon — Младший аналитик данных | →  | Ozon — Стажёр продуктовый аналитик, Производство Fulfillment | →  | МТС — Стажёр Data Analyst Geo | → |  Т-Банк - Младший продуктовый аналитик  | →  | Магнит — Стажер-продуктовый аналитик (направление данных и метрик) | 💡 |   | MACHINE LEARNING | →  | Альфа-Банк — Стажёр NLP инженер  | →  | Ozon Tech — Стажер ML-инженер, рекомендательные системы | →  | МТС — Стажер ML Engineer | →  | VK — ML-инженер (Audio/Deep Learning) | →  | VK — ML-инженер в рекомендательные системы |   | →  | CБЕР — Стажер  | →  | СБЕР — Стажер разработка и внедрение решений с LLM |   | →  | CБЕР — Стажер-разработчик AI-агентов  | ▶️ |   | BACKEND  | →  | Ozon Tech — Стажёр-разработчик Golang | →  | Ozon Tech — Стажёр Go-разработчик, Витрина товаров и управление заказами |   | →  | Ozon — Младший Python разработчик | →  | VK — Backend-разработчик | → |  VK — Golang-разработчик | →  | VK — Backend-разработчик | 🫥 | 🫥 | 🫥 | 🫥 | Если по требованиям понимаете, что каких-то знаний пока не хватает - приходите ботать на наши карьерные курсы  | СТАРТ | . На курсах разбираем базу по аналитике, ML, Backend и алгоритмам, программа курсов можно посмотреть на  | нашем сайте | . | Лекции и семинары уже доступны в записи - можно сразу идти ботать нужные темы в своём темпе.  | А  карьерные семинары только начинаются: |  если пока нет нормального резюме или не знаете, как проходят отборы, то вместе с преподавателем соберёте резюме под вакансии, подготовите самопрезентацию и пройдёте mock-собеседование, чтобы оценить свой уровень. | 🔊 |   | До",18.3K,,False,,True,https://rabota-vtb.ru/career/135921123?utm_source=chatgpt.com | https://alfabank.ru/alfafuture/ichoosealfa/vacancies/?rp-vacancy=6049dd58-aab5-412a-9c12-8a333b4090ca | https://alfabank.ru/alfafuture/ichoosealfa/vacancies/?rp-vacancy=6049dd58-aab5-412a-9c12-8a333b4090ca&amp;utm_source=chatgpt.com | https://alfabank.ru/alfafuture/ichoosealfa/vacancies/?rp-vacancy=315ee213-4168-40bb-8329-f8ca6503bb9b | https://career.ozon.ru/vacancy/stazhyor-analitik-otdel-planirovaniya-i-tselepolaganiya-kommertsii-133652243?utm_source=chatgpt.com | https://career.ozon.ru/vacancy/mladshii-analitik-dannikh-135557613?utm_source=chatgpt.com | https://ozon.tech/vacancies/e46fba45-3d69-4009-bd56-39660f5d8057/ | https://job.mts.ru/vacancy/646312253687074147?utm_source=chatgpt.com | https://www.tbank.ru/career/it/vacancy/moscow/produktovyj-analitik/36fc905e-182d-4d32-b778-fb959cdbbac7/ | https://magnit.tech/internship,discount;sale_post
postypashki_old,1837,https://t.me/postypashki_old/1837,2026-08-09T15:35:40+00:00,"Как найти стажировку зарубежом | Товарищи, пока идут последние |  6 часов финальной распродажи |  на |   | СТАРТ | , хотим напомнить: база, которую вы проходите на курсах, пригодится не только для отборов в Яндекс, Авито или Т-Банк. | Зарубежные компании на технических собеседованиях проверяют плюс-минус те же темы: | ⬇️ |   | Аналитика |   | — SQL, статистика, A/B-тесты, продуктовые метрики | ⬇️ |   | ML |  — классический ML/DL, метрики, Python | ⬇️ |   | Backend |  — сети, базы данных, API, основы разработки | ⬇️ |   | Алгоритмы |  — структуры данных и задачи на кодинг | То есть если в будущем хотите подаваться на зарубежные стажировки,  | СТАРТ можно использовать как техническую базу для подготовки и к ним | . | А готовиться к зарубежным летним стажировкам начинают сильно заранее - вакансии на лето 2027 появляются уже сейчас. | Поэтому мы собрали небольшой гайд: кратко рассказали, как устроены зарубежные стажировки и отборы, и добавили  | подборки актуальных вакансий |  по разработке, ML, аналитике, продукту и другим направлениям. | Делимся гайдом с друзьями  | 😎",19.8K,,False,,True,https://t.me/m/p94YcePXNjcy | https://t.me/postypashki_old/1835 | https://old.postypashki.ru/%D0%BA%D0%B0%D1%80%D1%8C%D0%B5%D1%80%D0%BD%D1%8B%D0%B5-%D0%BA%D1%83%D1%80%D1%81%D1%8B/%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%D0%B0-%D1%81%D1%82%D0%B0%D1%80%D1%82/ | https://old.postypashki.ru/%D0%BA%D0%B0%D1%80%D1%8C%D0%B5%D1%80%D0%BD%D1%8B%D0%B5-%D0%BA%D1%83%D1%80%D1%81%D1%8B/ml-%D1%81%D1%82%D0%B0%D1%80%D1%82/ | https://old.postypashki.ru/%d0%ba%d0%b0%d1%80%d1%8c%d0%b5%d1%80%d0%bd%d1%8b%d0%b5-%d0%ba%d1%83%d1%80%d1%81%d1%8b/backend-%d1%81%d1%82%d0%b0%d1%80%d1%82/ | https://old.postypashki.ru/%D0%BA%D0%B0%D1%80%D1%8C%D0%B5%D1%80%D0%BD%D1%8B%D0%B5-%D0%BA%D1%83%D1%80%D1%81%D1%8B/%D0%B0%D0%BB%D0%B3%D0%BE%D1%80%D0%B8%D1%82%D0%BC%D1%8B-%D1%81%D1%82%D0%B0%D1%80%D1%82/,other
postypashki_old,1838,https://t.me/postypashki_old/1838,2026-08-10T13:26:59+00:00,"Из процесс-менеджера в продуктового аналитика  | Друзья, видим ваши вопросы, можно ли ещё взять СТАРТ по скидке. Поэтому  | п | родлеваем распродажу до конца сегодняшнего дня | , чтобы все успели  | 😎 | А ниже оставляем отзыв нашей ученицы с текущего потока  | «Аналитики СТАРТ» | .  | Ира пришла не из профильного вуза, работала процессным менеджером и хотела перейти в бигтех на продуктового аналитика. А сейчас уже получает приглашения и ходит на собеседования. | Важно: |  следующий полноценный запуск линейки СТАРТ будет уже в следующем году. Сейчас последняя возможность присоединиться к текущему потоку: попасть на оставшиеся онлайн-семинары, сдавать домашки и пройти mock-собеседование с обратной связью, чтобы узнать сильные/слабые стороны и уверенно выйти на рынок. | Потом курсы будут доступны только в записи, и часть возможностей  уже будет недоступна. | 🔊 |   Поэтому пока действует финальные скидки и впереди ещё почти весь август, чтобы спокойно поботать до начала учебы, ждем вас на обучении! | Подробную программу смотрите на  | сайте | . | 📌 |  Для вопросов и записи на курс  | напишите менеджеру",16.5K,,False,,False,https://t.me/postypashki_old/1835 | https://old.postypashki.ru/%D0%BA%D0%B0%D1%80%D1%8C%D0%B5%D1%80%D0%BD%D1%8B%D0%B5-%D0%BA%D1%83%D1%80%D1%81%D1%8B/%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%D0%B0-%D1%81%D1%82%D0%B0%D1%80%D1%82/ | https://old.postypashki.ru/%D0%BA%D0%B0%D1%80%D1%8C%D0%B5%D1%80%D0%BD%D1%8B%D0%B5-%D0%BA%D1%83%D1%80%D1%81%D1%8B/ | https://t.me/m/p94YcePXNjcy,discount;launch
postypashki_old,1840,https://t.me/postypashki_old/1840,2026-08-10T17:33:06+00:00,"У России три пути: 18+, ***** и IT | И кажется, у нас случился переход между карьерными треками… | Нам неважно, какой у человека бэкграунд и чем он занимался раньше. Важно, куда он хочет прийти и что готов для этого делать. | Наша студентка, Алина, решила кардинально сменить сферу, пришла на  | «СТАРТ» |  и теперь готовится к своей новой цели — получить оффер в Яндекс. | Можно следить за успехами и учиться вместе с Алиной. На  | наши курсы старт | , идут  | финальные 4 часа скидки | .  | ➡️ |   | Записаться",30.8K,,False,,False,https://t.me/postypashki_old/1757 | https://t.me/postypashki_old/1757 | https://t.me/postypashki_old/1835 | https://t.me/m/p94YcePXNjcy,discount;sale_post
postypashki_old,1859,https://t.me/postypashki_old/1859,2026-08-22T10:19:48+00:00,"Выходим на новый уровень с линейкой  | 1️⃣ | 1️⃣ | 1️⃣ | Товарищи, если база уже есть, то следующий шаг — углубиться в специализацию, закрыть пробелы, освоить новые инструменты и стать сильнее как специалист. | Для этого мы запускаем  | ПРО |  — углублённые карьерные курсы для тех, кто хочет качать карьеру и заработок! Для записи и вопросов —  | пишите менеджеру | 📎 | Курсы ПРО |   | подойдут тем, кто: | — уже знает основы и хочет глубже разобраться в своей специализации | — хочет перейти с junior на middle и расти дальше | — готовится к собеседованиям на более сильные позиции | — хочет сменить роль и добрать недостающие навыки | — уже на старте имеет сильную базу и хочет целиться выше стажёрских и junior-позиций | ➡️ | Действует гарантия:  | прошел курс, выполнил все рекомендации, но не получил оффер — вернем деньги | ➡️ | Курс длится |   | 6 недель | : теория, практика, домашние задания и пет-проект. Всё это время рядом преподаватель и куратор. | Открываем сразу 5 направлений: | ➡ | ️ | Аналитика ПРО | Продвинутый SQL, A/B-тесты, эконометрика, Causal Inference и ML. | ➡ | ️ | ML ПРО | Вывод модели в прод, MLOps, рекомендательные системы, ранжирование, uplift и динамическое преобразование. | ➡ | ️ | Backend ПРО | Многопоточка, System Desgin, Микросервисы, базы данных, кеширование, мониторинг и распределённые системы. | ➡ | ️ | Алгоритмы ПРО | Продвинутые алгоритмы и задачи для сложных технических интервью в hft фонды, faang+, для олимпиад и контестов. | ➡ | ️ | ИИ-агенты ПРО  | Будем разбираться не просто в LLM. Вы научитесь проектировать полноценные агентные системы и за курс соберём  | 5 собственных AI-агентов |  и пройдём весь путь от архитектуры и инструментов до работы с RAG, multi-agent системами, MCP, evals и деплоем. | В программу всех курсов войдет: | 🔵 | закрытый банк вопросов с интервью топовых бигтехов | 🔵 | разбор ближайшей стажировки в Т-банк и Яндекс  | 🔵 | mock-собеседования с обратной связью | 🔵 | рефералка в бигтех после защиты пет-проекта | 🔵 | к",35.7K,,False,,True,https://t.me/m/p94YcePXNjcy | https://old.postypashki.ru/%D0%BA%D0%B0%D1%80%D1%8C%D0%B5%D1%80%D0%BD%D1%8B%D0%B5-%D0%BA%D1%83%D1%80%D1%81%D1%8B/%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%D0%B0-%D1%85%D0%B0%D1%80%D0%B4/ | https://old.postypashki.ru/%D0%BA%D0%B0%D1%80%D1%8C%D0%B5%D1%80%D0%BD%D1%8B%D0%B5-%D0%BA%D1%83%D1%80%D1%81%D1%8B/ml-%D1%85%D0%B0%D1%80%D0%B4/ | https://old.postypashki.ru/%D0%BA%D0%B0%D1%80%D1%8C%D0%B5%D1%80%D0%BD%D1%8B%D0%B5-%D0%BA%D1%83%D1%80%D1%81%D1%8B/backend-%D1%85%D0%B0%D1%80%D0%B4/ | https://old.postypashki.ru/%D0%BA%D0%B0%D1%80%D1%8C%D0%B5%D1%80%D0%BD%D1%8B%D0%B5-%D0%BA%D1%83%D1%80%D1%81%D1%8B/%D0%B0%D0%BB%D0%B3%D0%BE%D1%80%D0%B8%D1%82%D0%BC%D1%8B-%D1%85%D0%B0%D1%80%D0%B4/ | https://old.postypashki.ru/%D0%BA%D0%B0%D1%80%D1%8C%D0%B5%D1%80%D0%BD%D1%8B%D0%B5-%D0%BA%D1%83%D1%80%D1%81%D1%8B/ai-%D0%B0%D0%B3%D0%B5%D0%BD%D1%82%D1%8B-%D0%BF%D1%80%D0%BE/,launch;sale_post
postypashki_old,1860,https://t.me/postypashki_old/1860,2026-08-23T08:51:41+00:00,"Анализ айти рынка  | В |  чате  | очень часто просят поделиться экспертизой по стоянию айти рынка на сегодняшнее время. Грубо говоря, к чему готовиться и что делать. В посте обсужу паттерны и тенденции, которые вижу я на опыте наших студентов и выпускников.  | От новичков требуют 2x | Классический дэмпинг грейда: нанимаем миддла по цене стажера. Поясню на примере. Года два назад на вакансию того же мл стажера требовали классический мл и элементы DL. Сейчас же такие вакансии есть, но их прям очень мало. Теперь нужно знать теорию по рекомендательным системам, матчингу, MLOps, ранжированию и так далее. А еще будет плюсом знания архитектуры, вывод модели в прод или знания аналитического стека (АВ тесты, дашборды и тд). И такая тенденция для новичков не только в мл, но и в аналитике, бэкенде.  | Я связываю это с такими моментами: | 1. Банально стало меньше денег и как-то нужно оптимизироваться. Можно уволить дорогих спецов с низкими оценками на код ревью и нанять дешевых.  | 2. К тому же, сейчас есть нейросети и, скажем, тот же стажер аналитик спокойно сможет собрать витрину данных. Зачем нам под это нанимать дата инженера или какого дата специалиста.  | 3. В крупные компании и так хороший поток кандидатов, поэтому не тянешь ты - потянет кто-то другой. Вакансий меньше, а вкатунов больше. Сейчас рынок работодателя.  | 4. Эффект протоптанной дорожки. Средний уровень кандидатов вырос. Сейчас заботать какую-то тему намного проще, чем года два назад. Полно материалов, курсов и чат гпт, который поможет быстро во всем сориентироваться.  | Стажер и джуниор позиций стало меньше | Эта тенденция не противоречит предыдущей. В целом нанимать стажеров/джунов и растить их до старших грейдов - недешевое удовольствие. Такое сейчас могут позволить только крупные компании. Но при этом вакансий на миддла на порядок больше. Особенно нанимают с перспективой поднять на сеньора или лида. Так как последние активно перетекают зарубеж. Здесь бы я советовал при крепкой базе знаний подаваться сразу ",20.6K,,False,,False,http://t.me/postypashki_old_chat | https://t.me/postypashki_old/1859 | https://t.me/postypashki_old/1859 | https://www.youtube.com/watch?v=yeUlEzZO_qk | https://t.me/postypashki_old,discount
postypashki_old,1863,https://t.me/postypashki_old/1863,2026-08-23T16:20:03+00:00,"Полный цикл собесов на Go-разработчика в Авито | В посте разберемся, как на самом деле устроен наём в Авито. Свёл официальный  | плейбук компании |  с внутренними методичками для интервьюеров по техническим секциям, которые предоставили наши выпускники. Получилась такая роудмапа: 4-5 встреч от первого созвона до оффера, и на каждом этапе могут разбить на несколько созвонов. | Этап 1. Звонок с рекрутером | Тут все по классике: обсуждение опыта, ожидания от новой работы, причины смены места. Можно и нужно закидывать встречные вопросы про команду и процессы - лучше перед этим с  | манифестом |  ознакомиться, так будешь выглядить подшаренным, что +реп дает. | Этап 2. Скоринговое интервью | 30 минут в Zoom по техничке, но без лайвкодинга. Спрашивают несложные вопросы: по алгоритмам и структурам данных, языку программирования, HTTP, SQL, Git, Unix. Легкий фильтр перед тем, как тратить 2-3 часа на полноценную техничку, тут просто нужно готовиться по теории, ничего страшного здесь нет. | Этап 3. Техническое интервью  | 2-3 часа, реальный лайвкодинг на их  | платформе | . Две обязательные секции плюс одна опциональная. | ""Программирование"" - общая для любого стека часть на алгоритмы и сложность, причём библиотечными функциями пользоваться нельзя, только руками. Час времени, easy/medium задачки, уровень определяют по чёткой сетке: от ""не решил ни одной задачи"" до ""решил всё оптимально, без подсказок, ещё и объясняет вслух"". В целом, если вдруг твой код не компилиться из-за синтаксической ошибки например, но ты объяснил свой код, то на это скорее всего закроют глаза просто. Реальные задачи в файле. | ""Платформа"" - уже под Go: указатели, горутины, каналы, context, сеть. Классика - горутины в цикле, которые ищут максимальное чётное число. Подробнее в файлике. | ""Проектирование"" - опциональная, идёт последней и только при успешном прохождении первых двух. Главный дифференциатор для выхода на  | грейд E5  | и выше. Дают кейс вроде ""спроектируй доску объявлений"" или условие под кон",21.5K,,False,,True,https://github.com/avito-tech/playbook/blob/master/recruitment-and-office.md | https://github.com/avito-tech/playbook/blob/master/mission-and-values.md | https://code.avito.ru/ | https://github.com/avito-tech/playbook/blob/master/developer-profile.md | http://Draw.io/ | https://t.me/postypashki_old_review/204 | https://t.me/m/p94YcePXNjcy | https://t.me/postypashki_old,sale_post
postypashki_old,1880,https://t.me/postypashki_old/1880,2026-09-06T09:06:06+00:00,"❗️ |   | Через 12 часов закончится отбор на стажировку Т-банк! | Разбор всех направлениях выложен только на наших  | карьерные курсы ПРО | . | ➡️ |   | Записаться | Сразу отвечу на самые популярные вопросы:  | ➡️ | Как посмотреть свои баллы после окончания отбора? | 1. Заходим в историю своего браузера | 2. Ищем по preview | 3. Переходим на страницу | 4. Копируем айди экзамена | 5. Вставляем в готовую ссылку | 6. Ищем по student_score | https://edu.tbank.ru/api/v1/practice-progress/сюдаВвестиАйди/info?isSelection=true | Если все совсем плохо в контесте, то в личном кабинете появится реджект ""вы не прошли"". Никакого фриза в Т-банке нет, поэтому спокойно ждем следующего сезона (следующий набор на зиму будет в декабре). На официальную дату объявления результатов ориентироваться не нужно. | ➡️ | Когда собес? | Первые приглашения начнут рассылать лучшим участникам не раньше середины сентября, а до обычных работяг доберутся только в октябре. Где-то за неделю до интервью на почту пришлют календарь, где нужно забить удобное время, и ссылку на zoom. Иногда HR могут написать в телегу и поторопить, но лучше мониторить почту, чтобы забить для себя удобное время.  | Рекрутеры обычно идут навстречу, когда не можете пройти собес в выбранные дни и нужно время на подготовку, но лучше этим не злоупотреблять: редко когда приглашают больше одного раза. | ➡️ | Кого позовут? | У меня был пост на эту тему, можно изучить его вот  | тут | . | ➡️ | Как проходит? | Все зависит от направления и команды. Чаще всего команда сама не знает, кого хочет видеть, поэтому чаще всего приходит настоящий консилиум специалистов и капитально мучают кандидата (все их вопросы разбираем на  | наших курсах | ), но иногда может выпасть просто HR-ка, которая прогонит вас по элементарным вопросам с листочка и даст оффер. | Сама структура собеседований похожа: рассказ о себе, задачи / алгосы, кейсы. Можно самому посмотреть на  | гитхабе |  Тинькофф, что ожидать. Для аналитиков писал подробную статью  | здесь | . Не",12.7K,,False,,False,https://education.tbank.ru/start/?ysclid=mr50of0efp564030962 | https://t.me/postypashki_old/1859 | https://t.me/m/p94YcePXNjcy | https://edu.tbank.ru/api/v1/practice-progress/%D1%81%D1%8E%D0%B4%D0%B0%D0%92%D0%B2%D0%B5%D1%81%D1%82%D0%B8%D0%90%D0%B9%D0%B4%D0%B8/info?isSelection=true | https://t.me/chad_protocol/114 | https://t.me/postypashki_old/1859 | https://github.com/Tinkoff/career/blob/main/interview/README.md?ysclid=lqggzdw1oq519583019 | https://t.me/OfferBerry/15 | https://t.me/postypashki_mems/477 | https://www.youtube.com/watch?v=RABUzckckeA,sale_post
postypashki_old,1881,https://t.me/postypashki_old/1881,2026-09-06T12:06:08+00:00,Разбор экзамена на стажировку в Т-банк за подписку!  | Чтобы получить разбор: | ➡️ | Подпишитесь на нас в запрещенной странице |   | тут | ➡️ | Поставьте «+» в комментариях под последней каруселью |   | тут | ➡️ | После этого бот пришлёт вам материал в директ | Внутри будет разбор экзамена и теста SQL на стажировку Т-банк,14.7K,,False,,True,https://education.tbank.ru/start/?ysclid=mtpqf1hzhb158092526 | https://www.instagram.com/offer.berry/ | https://www.instagram.com/p/Dc6AgigDJL6/?utm_source=ig_web_copy_link&amp;stkn=MzRlODBiNWFlZA==,other
